img_id,compactness,Convexity,Solidity,fractal_dimension
PAT_880_1673_410.png,0.7993820419063189,1.0633715854442172,0.9527254202750892,1.1576156035499117
PAT_236_1071_810.png,0.7326295014210809,1.0839634499710864,0.9667263503431812,1.2180060241550072
PAT_1636_2869_595.png,0.7104217119409953,1.1136642680994293,0.9413732762510592,1.2554780544843713
PAT_724_1369_896.png,0.6450320940157523,1.0617636979683434,0.5024848246648326,1.1916630174917908
PAT_679_1286_677.png,0.7818423259869625,1.068800593975911,0.9486716533402116,1.1050488502895768
PAT_1401_1374_593.png,0.8271130226637455,1.0495125986865863,0.988055093446038,1.0866774363947516
PAT_237_362_909.png,0.791905504544048,1.069578361494356,0.9505370971771172,1.144410806975867
PAT_801_1518_78.png,0.6492358902528407,1.1189336632937497,0.947817041809934,1.193133056067071
PAT_833_1571_134.png,0.8581150806967343,1.0549138492938697,0.9855470368835476,1.2720226722493801
PAT_2090_4532_178.png,0.6421168744478606,1.046692349649199,0.9716830326558576,1.1764685675665172
PAT_242_368_261.png,0.8828968207548955,1.0522706965798982,0.9890877598152424,1.1019112207282966
PAT_1755_3309_828.png,0.7656361719294257,1.094938194677683,0.9598947879721024,1.2709782805244332
PAT_1554_4170_992.png,0.9001969644443163,1.042732859424249,0.9902565122290714,1.183189279047882
PAT_797_1511_805.png,0.3808652564485966,1.2859648121786662,0.7479703288359325,1.1810910063468403
PAT_217_1290_283.png,0.8110688165668685,1.0671413107532417,0.9727586428617356,1.3006171373628317
PAT_319_679_533.png,0.7557714999101162,1.0656182899628992,0.971119496855346,1.2004242251712085
PAT_1381_1314_517.png,0.8075311741125585,1.0555295120558137,0.9803172493978906,1.1230359676956918
PAT_156_241_538.png,0.5827610950922844,1.0742439412461584,0.9507995187193752,1.187958226512855
PAT_742_1470_425.png,0.5180404950842927,1.1148496479295886,0.872856804474974,1.152064571087855
PAT_849_1612_143.png,0.5720433679237377,1.1032373227934384,0.9187581235176674,1.1839356759417459
PAT_738_1552_843.png,0.0898507130048541,1.1010107888206389,0.3641796757331443,1.2218458516680932
PAT_2093_4542_192.png,0.4484904527007313,1.0954869879640232,0.848668419247914,1.141153654183047
PAT_1818_3568_132.png,0.6843533491797057,1.068735605280304,0.971476959350668,1.2688633606256619
PAT_963_1819_298.png,0.7930015887352021,1.0594815906692598,0.9846096002005263,1.241027021699654
PAT_398_799_163.png,0.6992929470394836,1.0648178958904722,0.9610090505065044,1.303177659967065
PAT_985_1856_397.png,0.3715847906719634,1.1182810486117438,0.5710817061508515,1.193866306434753
PAT_196_300_749.png,0.8179056265803392,1.064033598492697,0.9838769376545312,1.219847483780905
PAT_2022_4184_111.png,0.6411863034334933,1.0830079455632968,0.9297157144180016,1.2007721730798626
PAT_1061_254_813.png,0.8116861168064022,1.0571594737852266,0.9770481144343304,1.2482916790050262
PAT_531_1004_189.png,0.8370107416647968,1.0705130319976257,0.9703605129445924,1.1678621682843329
PAT_1837_3608_851.png,0.8635946277813452,1.0553794423709788,0.9915725913494202,1.364338929152964
PAT_400_801_376.png,0.3183365701149432,1.100939127317318,0.3442447776621526,1.114817911905011
PAT_935_1786_482.png,0.6980576699392522,1.0874244726243454,0.925041313778145,1.1595089028067562
PAT_330_1440_532.png,0.8839077082742429,1.0497623794316004,0.9922409782680932,1.2264192198564667
PAT_1393_1356_371.png,0.5423576405114774,1.1894332162427168,0.8397558414480294,1.2572365909863157
PAT_416_826_123.png,0.5800512701104024,1.088193364646654,0.8888491566839501,1.2313898669981285
PAT_860_1641_440.png,0.7623758331598655,1.0743958784408132,0.9480070598617444,1.2904382559428775
PAT_112_171_863.png,0.8250741321158532,1.0601915077449575,0.9804011440305076,1.2346674427827646
PAT_761_1435_561.png,0.3906273156889093,1.1161464950893134,0.6058961751242514,1.1426181288109274
PAT_201_306_781.png,0.7949442827198504,1.0689527292339742,0.9764418675617944,1.1151384963327173
PAT_2092_4537_438.png,0.8109395146315899,1.0811934699790289,0.9701323737308828,1.2842510877941693
PAT_1566_2435_150.png,0.7584065407239179,1.083161628968865,0.9418777328603252,1.2017269893024614
PAT_1070_304_845.png,0.02932343121969,2.297225144877649,0.3884020369578118,1.0506122694885343
PAT_912_1729_244.png,0.7608656394253182,1.0481606519160684,0.9859758203799656,1.1441014115049388
PAT_193_297_295.png,0.5654052238385954,1.0800877013852508,0.9085634547591068,1.219537140119132
PAT_1701_3136_33.png,0.6728659323403033,1.0792503041989314,0.939273642955502,1.1399340875390491
PAT_343_717_927.png,0.5834679293551698,1.1108666065889146,0.9172447286413856,1.1867269706022512
