light_brown,middle_brown,dark_brown,white,black,blue_grey,mean_R,mean_G,mean_B,std_R,std_G,std_B,img_id
0.0,1.0,0.0,0.0,0.0,0.0,142.2913779800638,82.60916834877752,39.662795863176335,0.0,0.0,0.0,PAT_1516_1765_530
0.0,0.26666666666666666,0.0,0.0,0.0,0.7333333333333333,163.23945954836242,118.80518389221635,124.34907057565043,9.759138153839018,30.187221206661064,34.81224638934704,PAT_46_881_939
0.0,1.0,0.0,0.0,0.0,0.0,157.2072500763017,82.28475902444413,85.83711606226221,0.0,0.0,0.0,PAT_1545_1867_547
0.0,1.0,0.0,0.0,0.0,0.0,154.87594308323708,127.33378388341399,122.43931090413122,0.0,0.0,0.0,PAT_1989_4061_934
0.0,1.0,0.0,0.0,0.0,0.0,136.10536382061608,84.91176386628985,85.84496588735699,0.0,0.0,0.0,PAT_684_1302_588
0.0,0.5,0.0,0.0,0.0,0.5,136.19352566488004,128.7517214308576,118.62308166542866,22.00370856156789,25.56833042739695,26.754965007000315,PAT_1549_1882_230
,,,,,,,,,,,,PAT_778_1471_835
,,,,,,,,,,,,PAT_1995_4080_695
0.0,0.0,0.0,0.0,0.0,1.0,164.79695790769668,143.10106854945812,147.15427862168013,0.0,0.0,0.0,PAT_705_4015_413
,,,,,,,,,,,,PAT_2140_4726_141
,,,,,,,,,,,,PAT_967_1827_247
0.0,1.0,0.0,0.0,0.0,0.0,171.99576956575834,125.99850690556173,91.94077392061712,0.0,0.0,0.0,PAT_2088_4524_465
0.0,0.2727272727272727,0.5454545454545454,0.0,0.18181818181818182,0.0,92.26018772368978,61.98955021514962,51.57818622173982,22.038450991388284,20.45890499985697,18.321127917366965,PAT_636_1204_521
0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,177.96513237318015,118.70823552178766,108.2060875321442,3.23915317999419,12.082471594485476,9.288375082044155,PAT_38_54_234
0.05263157894736842,0.7368421052631579,0.0,0.0,0.0,0.21052631578947367,149.177884000299,111.78789006880532,110.63657780511433,20.490717363201252,19.505192129839,21.277793470681576,PAT_741_1401_619
0.0,0.8695652173913043,0.0,0.0,0.0,0.13043478260869565,151.0400016248033,103.73539568779914,97.47876198566934,9.135154322724901,13.131896456000646,15.461936203701008,PAT_380_1540_959
0.0,0.7,0.0,0.0,0.0,0.3,137.93524291252015,119.47302215782312,112.36044344237298,10.36564699019484,12.341973649624897,12.939057959650981,PAT_1783_3414_120
0.1,0.9,0.0,0.0,0.0,0.0,182.03113879203642,97.78647315765443,89.09455395823922,7.2180599259123,16.225036166355203,17.99278578535089,PAT_759_1538_566
1.0,0.0,0.0,0.0,0.0,0.0,192.6482621565655,136.8831941298279,125.79044429311935,0.0,0.0,0.0,PAT_821_1547_77
0.0,0.25,0.0,0.0,0.0,0.75,159.80737376241893,135.13193601267471,117.93392674337798,10.768565576648541,14.19004225803588,14.727798018958246,PAT_1693_3103_879
0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,127.16724622421532,77.46395824987093,86.80816725976075,8.249730039974999,14.698090253740713,16.331048426513988,PAT_875_1668_588
0.05555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0,167.4383933926606,130.31927456684608,104.89471369604152,8.743296040387818,8.774653890369848,8.078971716722542,PAT_1653_2916_346
0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,116.19742767132611,90.69156360027274,89.1975583092882,29.18891591630966,21.03463961479475,19.162837248368398,PAT_1790_3425_942
