img_id,Angular Second Moment (Energy),Contrast,Correlation,Sum of Squares: Variance,Inverse Difference Moment,Sum Average,Sum Variance,Sum Entropy,Entropy,Difference Variance,Difference Entropy,Information Measure of Corelation 1,Information Measure of Corelation 2
PAT_880_1673_410.png,0.200620921487629,0.0899605899031685,0.65398716366691,0.0303832942496034,0.365871833287586,0.987390902041868,0.0281393571515311,0.328257764200561,0.422043425013455,0.153530804652449,0.512800622252808,0.787148691313351,0.708936003727308
PAT_236_1071_810.png,0.0210813724691037,0.362364024981116,0.769488685207068,0.206676328964395,0.0639738303415496,0.455242019661553,0.197420956884123,0.683582165742917,0.781033293033701,0.0472693598095511,0.857261041054401,0.763719861290947,0.87477521104209
PAT_1636_2869_595.png,0.0968085651427085,0.0907866524041541,0.795332946936021,0.0559180623809431,0.283331215494376,0.518265233460342,0.0536922823811775,0.452830240430149,0.554639676063385,0.217862967801604,0.562023088060332,0.803606456027154,0.743271211779023
PAT_724_1369_896.png,0.289129775910556,0.0278957835836202,0.910507316517025,0.0414222018423322,0.638188385939855,0.928618693363966,0.0408564998015205,0.396444406089005,0.35307133699899,0.311516646840263,0.295966892898262,0.496828876240125,0.946172638783278
PAT_679_1286_677.png,0.0241768293396573,0.299959868132725,0.852506411169464,0.2672704905944,0.101460304408277,0.565771806519861,0.259780571195707,0.732817408121055,0.751004230914845,0.0654322883293107,0.802675215200356,0.614310303998946,0.958318958756442
PAT_1401_1374_593.png,0.059247546763352,0.0321341220542437,0.990448136353263,0.369588713438817,0.466567584323479,0.550709905738383,0.369427034972819,0.774384915435788,0.627871243989484,0.26665671519651,0.363659211517577,0.34724978976294,0.994223774393772
PAT_237_362_909.png,0.080497924318396,0.0962346389111256,0.861742884909112,0.090231445296453,0.275756951050452,0.611252940603337,0.0879139833286981,0.520781173881608,0.553450475427197,0.202921462976912,0.565031634018128,0.647725680608389,0.911549536729597
PAT_801_1518_78.png,0.0997862758796244,0.0478310542334499,0.939086165807949,0.104410504757284,0.414894880963828,0.450343244913859,0.103410660294961,0.558691673700059,0.544476949122523,0.271513768737482,0.435810994940518,0.568790526685391,0.948937054939561
PAT_833_1571_134.png,0.0296902888708728,0.190933577791924,0.86007659151866,0.178619836528872,0.179117652817983,0.307672398856806,0.17390763617517,0.654514711042816,0.737025130515872,0.163258602976527,0.709190585349313,0.746834068544925,0.879428562421595
PAT_2090_4532_178.png,0.37816613603277,0.0147158179506267,0.895102167224862,0.0181655185840541,0.621979190992458,0.512624485552671,0.0179158369359542,0.263461357347191,0.253050767249486,0.560402567490978,0.236512813083791,0.55978757543361,0.891905173563249
PAT_242_368_261.png,0.213600881379099,0.0167893493309933,0.942619515499817,0.041890070787559,0.533036844948311,0.513467748237616,0.0416223101943857,0.400824228044905,0.356676892629999,0.423593923553682,0.273227173742679,0.496597363164113,0.94730433379444
