img_id,Angular Second Moment (Energy),Contrast,Correlation,Sum of Squares: Variance,Inverse Difference Moment,Sum Average,Sum Variance,Sum Entropy,Entropy,Difference Variance,Difference Entropy,Information Measure of Corelation 1,Information Measure of Corelation 2
PAT_1516_1765_530.png,0.343052122615873,0.0102343142593648,0.965093745167499,0.0827920694162847,0.704226521242234,0.342803146004718,0.08396733145263,0.527992925526081,0.305509742696124,0.737726988992245,0.159985829461432,0.306527475352886,0.975479306014597
PAT_1549_1882_230.png,0.00919563642057963,0.570002830207706,0.681022148460265,0.331349663251881,0.0521283771667557,0.54677811246682,0.322958059081675,0.840538439629681,0.897409598116206,0.0299787765787072,0.916743726017114,0.784506522734714,0.818533503544366
PAT_705_4015_413.png,0.362111685312913,0.00994185995529804,0.945510753013345,0.0526872777389977,0.674418010829994,0.652422642675234,0.0535081206162756,0.501493768690291,0.289669135667657,0.515690766441386,0.156533655028406,0.330798229977743,0.969501628633314
PAT_1783_3414_120.png,0.227546321186969,0.0198251166969153,0.944875150122816,0.0828536560612048,0.572122575201138,0.503744792163416,0.0838146785554366,0.591241081782634,0.401172151503098,0.458201141719419,0.245514034751879,0.376007640525157,0.970396020335743
PAT_759_1538_566.png,0.24696008940813,0.0159770102217401,0.960868913612972,0.0985642017765765,0.622277897316771,0.483204582304723,0.0997998585200463,0.590495462563783,0.366672460458815,0.552366155331953,0.196195878178714,0.306325811155607,0.980544191861668
PAT_1693_3103_879.png,0.163610285315557,0.0391743667271556,0.915363298251394,0.0941676174324349,0.44951512418074,0.59506360429067,0.0948305873415141,0.593182855343894,0.450430833951803,0.337190843445902,0.340669733987175,0.462178849582253,0.953071647596492
PAT_106_159_325.png,0.156701507336118,0.0546182065956825,0.883560241961315,0.0918074106986535,0.391817387960309,0.252957151398898,0.0920959063734269,0.596081289073779,0.490238890521659,0.44071813923005,0.412069374127141,0.533471352435978,0.929446883400976
PAT_1902_3790_168.png,0.147784448682564,0.13875909255506,0.563963141406494,0.0564823790854024,0.224250747747551,0.230847260005837,0.0544612870037462,0.490217686851747,0.515117996895227,0.236336135135495,0.601473465043856,0.795988433073192,0.644192236562056
PAT_134_201_587.png,0.357705686316614,0.0185154781622683,0.885696959884347,0.0365126005921727,0.565027435567354,0.299396391649432,0.0369473215782664,0.416706687711408,0.281563148404504,0.748365902582548,0.234788563416661,0.483667193767738,0.91359428659238
PAT_1453_1567_250.png,0.122538270126582,0.0431858689268011,0.980969436927031,0.392001314621776,0.485344345617624,0.410164673682062,0.396145571490458,0.816632248802268,0.582176763555303,0.321624517042524,0.369523584782389,0.291716952542138,0.992246653828321
